0.009494,0.000335,0.000477,1.394423,0.000327,0.000478,2.535350
0.008325,0.000301,0.000362,1.086169,0.000325,0.000400,11.605042
0.008427,0.000313,0.000374,1.153076,0.000328,0.000400,6.532710
0.007620,0.000301,0.000386,1.265823,0.000300,0.000428,3.761905
0.007764,0.000313,0.000398,1.332298,0.000298,0.000442,3.009346
0.008337,0.000313,0.000422,1.315980,0.000307,0.000455,3.164760
0.008940,0.000313,0.000422,1.227242,0.000317,0.000469,4.400593
0.015559,0.000410,0.000615,1.343665,0.000375,0.000678,2.909808
0.016288,0.000410,0.000627,1.308660,0.000379,0.000692,3.239808
0.017024,0.000410,0.000651,1.300283,0.000380,0.000718,3.330189
0.017765,0.000434,0.000663,1.343739,0.000392,0.000731,2.909181
0.019170,0.000419,0.000723,1.311986,0.000408,0.000750,3.205270
0.019803,0.000446,0.000711,1.329072,0.000410,0.000772,3.038853
0.029918,0.000564,0.000818,1.279705,0.000568,0.000838,3.575192
0.035952,0.000603,0.000906,1.259948,0.000604,0.000951,3.846924
0.037869,0.000591,0.000952,1.232410,0.000607,0.000994,4.302740
0.039038,0.000603,0.000952,1.219889,0.000616,0.001016,4.547753
0.004304,0.000121,0.000543,1.260504,0.000126,0.000594,3.838710
0.011098,0.000253,0.000651,1.231939,0.000268,0.000720,4.311475
0.014130,0.000313,0.000687,1.264505,0.000327,0.000754,3.780645
0.017602,0.000374,0.000735,1.295205,0.000391,0.000793,3.387471
0.020689,0.000434,0.000772,1.342657,0.000441,0.000827,2.918367
0.023528,0.000482,0.000808,1.373303,0.000482,0.000855,2.678792
0.026114,0.000530,0.000820,1.381348,0.000515,0.000873,2.622280
0.028567,0.000579,0.000844,1.418021,0.000537,0.000901,2.392226
0.031021,0.000615,0.000856,1.407306,0.000558,0.000915,2.455156
0.032757,0.000663,0.000844,1.417004,0.000570,0.000931,2.398058
0.033438,0.000699,0.000796,1.380206,0.000573,0.000927,2.630157
0.033330,0.000563,0.000980,1.372761,0.000561,0.000931,2.682680
0.030864,0.000548,0.000915,1.348231,0.000548,0.000883,2.871655
0.028917,0.000527,0.000897,1.356607,0.000535,0.000852,2.804209
0.006420,0.000272,0.000357,1.254243,0.000275,0.000380,3.933238
0.007035,0.000285,0.000376,1.261840,0.000289,0.000398,3.819126
0.009971,0.000337,0.000450,1.262394,0.000345,0.000465,3.811060
0.007897,0.000294,0.000408,1.257862,0.000300,0.000426,3.878038
0.010598,0.000362,0.000446,1.262799,0.000347,0.000491,3.805195
0.007469,0.000295,0.000395,1.296604,0.000286,0.000417,3.371500
0.010736,0.000362,0.000446,1.246491,0.000352,0.000489,4.056948
0.011429,0.000356,0.000482,1.245223,0.000367,0.000498,4.077916
0.008301,0.000312,0.000414,1.290431,0.000305,0.000439,3.443162
0.011658,0.000356,0.000494,1.250122,0.000363,0.000519,3.998050
0.012285,0.000386,0.000482,1.256133,0.000379,0.000523,3.904215
0.012888,0.000378,0.000514,1.251655,0.000384,0.000543,3.973693
0.013696,0.000388,0.000529,1.243137,0.000395,0.000556,4.112904
0.008747,0.000313,0.000422,1.254307,0.000301,0.000452,3.932249
0.010796,0.000320,0.000499,1.228810,0.000326,0.000519,4.370430
0.006673,0.000272,0.000366,1.238224,0.000279,0.000373,4.197731
0.006866,0.000280,0.000374,1.264267,0.000284,0.000379,3.784055
0.007246,0.000289,0.000374,1.237937,0.000288,0.000392,4.202797
0.007620,0.000301,0.000386,1.265823,0.000296,0.000402,3.761905
0.007951,0.000301,0.000386,1.213040,0.000303,0.000411,4.693950
0.008433,0.000313,0.000410,1.263760,0.000314,0.000419,3.791328
0.008831,0.000323,0.000424,1.286287,0.000319,0.000435,3.493002
0.008922,0.000313,0.000422,1.229730,0.000317,0.000438,4.352941
0.004624,0.000245,0.000339,1.489674,0.000241,0.000362,2.042174
0.008433,0.000386,0.000398,1.509650,0.000323,0.000486,1.962132
0.009735,0.000434,0.000398,1.471207,0.000322,0.000525,2.122208
0.010664,0.000482,0.000386,1.447145,0.000322,0.000550,2.236410
0.010537,0.000313,0.000540,1.329520,0.000307,0.000551,3.034722
0.009609,0.000307,0.000520,1.377666,0.000292,0.000530,2.647840
0.008988,0.000302,0.000493,1.373619,0.000293,0.000491,2.676522
0.008066,0.000286,0.000469,1.378475,0.000278,0.000468,2.642181
0.007137,0.000299,0.000364,1.264853,0.000304,0.000367,3.775678
0.007427,0.000313,0.000362,1.266234,0.000309,0.000375,3.756098
0.007800,0.000313,0.000374,1.245750,0.000315,0.000385,4.069182
0.008096,0.000326,0.000374,1.246463,0.000321,0.000394,4.057402
0.008319,0.000326,0.000386,1.252174,0.000327,0.000398,3.965517
0.008873,0.000338,0.000398,1.255435,0.000333,0.000417,3.914894
0.016354,0.000446,0.000808,1.827497,0.000457,0.000806,1.208463
0.009211,0.000338,0.000410,1.246073,0.000337,0.000427,4.063830
0.019815,0.000494,0.000784,1.621539,0.000505,0.000793,1.608908
0.009651,0.000338,0.000422,1.224235,0.000344,0.000438,4.459610
0.022383,0.000543,0.000760,1.527067,0.000546,0.000778,1.897292
0.021991,0.000591,0.000711,1.584978,0.000533,0.000764,1.709466
0.022762,0.000758,0.000560,1.545332,0.000521,0.000781,1.833746
0.023299,0.000776,0.000563,1.553946,0.000518,0.000790,1.805231
0.023594,0.000793,0.000571,1.591977,0.000522,0.000797,1.689254
0.023389,0.000860,0.000558,1.702850,0.000513,0.000816,1.422778
0.010567,0.000446,0.000422,1.477467,0.000338,0.000548,2.094385
0.011393,0.000329,0.000591,1.414589,0.000329,0.000566,2.412030
0.011689,0.000324,0.000588,1.352243,0.000325,0.000575,2.838948
0.010929,0.000312,0.000551,1.305414,0.000319,0.000546,3.274243
0.009766,0.000295,0.000524,1.315166,0.000303,0.000516,3.172930
0.009199,0.000290,0.000486,1.269987,0.000294,0.000496,3.703885
0.015125,0.000397,0.000612,1.331290,0.000380,0.000642,3.018504
0.017247,0.000414,0.000660,1.312747,0.000400,0.000689,3.197470
0.019061,0.000434,0.000692,1.305660,0.000418,0.000734,3.271605
0.020882,0.000456,0.000733,1.327945,0.000434,0.000773,3.049296
0.007011,0.000271,0.000394,1.261615,0.000273,0.000401,3.822416
0.007565,0.000285,0.000404,1.261482,0.000278,0.000425,3.824353
0.008759,0.000298,0.000447,1.263592,0.000298,0.000459,3.793736
0.016083,0.000388,0.000650,1.302484,0.000373,0.000696,3.305961
0.017096,0.000393,0.000675,1.287043,0.000380,0.000721,3.483802
0.019302,0.000414,0.000721,1.282252,0.000402,0.000764,3.542939
0.008795,0.000293,0.000449,1.240507,0.000299,0.000462,4.157879
